300	25.8642	127.984
301.804	25.4396	128.055
303.607	25.0096	128.154
305.411	24.5747	128.282
307.214	24.1352	128.443
309.018	23.6916	128.638
310.822	23.3533	128.752
312.625	23.143	128.736
314.429	22.9309	128.724
316.232	22.7169	128.717
318.036	22.501	128.714
319.84	22.2833	128.717
321.643	22.1182	128.903
323.447	21.9587	129.113
325.251	21.7996	129.329
327.054	21.6409	129.553
328.858	21.4827	129.783
330.661	21.3494	130.035
332.465	21.2591	130.316
334.269	21.1698	130.599
336.072	21.0815	130.886
337.876	20.9943	131.176
339.679	20.9081	131.47
341.483	20.8893	131.901
343.287	20.8865	132.359
345.09	20.8854	132.813
346.894	20.8859	133.265
348.697	20.888	133.714
350.501	20.9138	134.352
352.305	21.0028	135.467
354.108	21.0989	136.549
355.912	21.2014	137.598
357.715	21.3099	138.616
359.519	21.4237	139.602
361.323	21.2313	141.37
363.126	20.9746	143.472
364.93	20.7736	145.606
366.733	20.6272	147.753
368.537	20.534	149.893
370.341	20.3755	151.817
372.144	19.7411	153.01
373.948	19.1149	154.392
375.752	18.5031	155.982
377.555	17.9126	157.8
379.359	17.3513	159.864
381.162	16.842	160.972
382.966	16.3391	161.515
384.77	15.8257	162.139
386.573	15.3024	162.856
388.377	14.7698	163.68
390.18	14.2484	164.533
391.984	13.8953	164.603
393.788	13.5351	164.683
395.591	13.1677	164.776
397.395	12.7927	164.883
399.198	12.4102	165.006
401.002	12.0968	165.06
402.806	11.8405	165.05
404.609	11.5807	165.04
406.413	11.3173	165.032
408.216	11.0502	165.026
410.02	10.7801	165.021
411.824	10.5756	165.023
413.627	10.369	165.026
415.431	10.1602	165.031
417.234	9.94921	165.036
419.038	9.73598	165.044
420.842	9.54029	165.048
422.645	9.36554	165.05
424.449	9.1893	165.052
426.253	9.01154	165.054
428.056	8.83226	165.057
429.86	8.65143	165.061
431.663	8.50183	165.066
433.467	8.35395	165.072
435.271	8.20503	165.078
437.074	8.05509	165.085
438.878	7.90409	165.092
440.681	7.75925	165.085
442.485	7.6254	165.054
444.289	7.49073	165.021
446.092	7.35522	164.987
447.896	7.21887	164.951
449.699	7.08168	164.914
451.503	6.96047	164.86
453.307	6.84198	164.799
455.11	6.72287	164.737
456.914	6.60312	164.671
458.717	6.48275	164.602
460.521	6.36672	164.524
462.325	6.2624	164.427
464.128	6.15762	164.326
465.932	6.05238	164.221
467.735	5.94667	164.11
469.539	5.8405	163.995
471.343	5.74458	163.883
473.146	5.65198	163.769
474.95	5.55903	163.65
476.754	5.46574	163.525
478.557	5.3721	163.396
480.361	5.28029	163.264
482.164	5.19688	163.14
483.968	5.1132	163.01
485.772	5.02926	162.875
487.575	4.94504	162.735
489.379	4.86056	162.588
491.182	4.78613	162.463
492.986	4.71691	162.346
494.79	4.64753	162.225
496.593	4.57796	162.1
498.397	4.50823	161.97
500.2	4.43872	161.836
502.004	4.37231	161.708
503.808	4.30573	161.574
505.611	4.23901	161.436
507.415	4.17213	161.292
509.218	4.1051	161.142
511.022	4.04176	160.984
512.826	3.98124	160.818
514.629	3.92061	160.646
516.433	3.85987	160.468
518.236	3.79903	160.283
520.04	3.73824	160.092
521.844	3.6844	159.937
523.647	3.63048	159.777
525.451	3.57647	159.612
527.255	3.52239	159.44
529.058	3.46822	159.262
530.862	3.41585	159.083
532.665	3.36545	158.904
534.469	3.31499	158.719
536.273	3.26448	158.526
538.076	3.2139	158.327
539.88	3.16327	158.121
541.683	3.11742	157.928
543.487	3.07187	157.731
545.291	3.02629	157.527
547.094	2.98067	157.315
548.898	2.93502	157.096
550.701	2.8908	156.88
552.505	2.84887	156.672
554.309	2.80692	156.457
556.112	2.76495	156.235
557.916	2.72295	156.005
559.719	2.68094	155.766
561.523	2.64128	155.526
563.327	2.60204	155.278
565.13	2.56279	155.022
566.934	2.52355	154.756
568.737	2.48431	154.481
570.541	2.44619	154.208
572.345	2.41069	153.954
574.148	2.3752	153.691
575.952	2.33972	153.419
577.756	2.30425	153.137
579.559	2.2688	152.846
581.363	2.2353	152.564
583.166	2.20246	152.279
584.97	2.16963	151.984
586.774	2.13683	151.679
588.577	2.10406	151.364
590.381	2.07188	151.043
592.184	2.0418	150.732
593.988	2.01177	150.41
595.792	1.98177	150.078
597.595	1.95181	149.735
599.399	1.9219	149.379
601.202	1.89269	149.034
603.006	1.86386	148.688
604.81	1.83506	148.33
606.613	1.80632	147.96
608.417	1.77763	147.577
610.22	1.74933	147.184
612.024	1.72344	146.806
613.828	1.69761	146.416
615.631	1.67184	146.013
617.435	1.64614	145.597
619.238	1.62052	145.166
621.042	1.59571	144.733
622.846	1.57152	144.295
624.649	1.54742	143.842
626.453	1.5234	143.373
628.257	1.49947	142.889
630.06	1.47567	142.389
631.864	1.453	141.908
633.667	1.43043	141.41
635.471	1.40796	140.895
637.275	1.3856	140.363
639.078	1.36334	139.812
